品种,批发市场,最低价,最高价,平均价,发布日期
小白菜,河南金牛大别山农产品现代物流中心,0.9,4.0,1.1,2025-06-22
大白菜,浙江宁波市蔬菜副食品批发交易市场,0.5,0.9,0.7,2025-06-22
大白菜,海南凤翔蔬菜批发市场,0.0,0.0,1.36,2025-06-22
小白菜,海南凤翔蔬菜批发市场,0.0,0.0,1.4,2025-06-22
大白菜,北京新发地批发市场,0.4,0.5,0.45,2025-06-22
小白菜,北京新发地批发市场,0.7,1.0,0.85,2025-06-22
大白菜,石家庄国际农产品批发交易中心,0.4,0.55,0.47,2025-06-22
洋白菜,石家庄国际农产品批发交易中心,0.4,0.8,0.6,2025-06-22
大白菜,安徽阜阳农产品中心批发市场,0.8,0.9,0.85,2025-06-22
大白菜,上海市江桥批发市场经营管理有限...,0.7,0.9,0.8,2025-06-22
大白菜,安徽省淮北市中瑞农产品批发市场,0.0,0.0,0.8,2025-06-22
洋白菜,安徽省淮北市中瑞农产品批发市场,0.0,0.0,0.6,2025-06-22
大白菜,甘肃邦农农产品批发市场,0.35,0.6,0.5,2025-06-22
小白菜,甘肃邦农农产品批发市场,0.7,1.0,0.85,2025-06-22
大白菜,天津何庄子鲜活农产品中心批发市场,0.5,0.6,0.5,2025-06-22
洋白菜,天津何庄子鲜活农产品中心批发市场,0.5,0.6,0.5,2025-06-22
小白菜,天津何庄子鲜活农产品中心批发市场,0.8,1.0,0.8,2025-06-22
大白菜,江苏宜兴蔬菜副食品批发市场,0.8,1.0,0.9,2025-06-22
洋白菜,江苏宜兴蔬菜副食品批发市场,0.5,0.7,0.6,2025-06-22
洋白菜,北园春农贸批发市场,0.5,1.5,1.0,2025-06-22
大白菜,北园春农贸批发市场,0.65,1.65,1.15,2025-06-22
小白菜,北园春农贸批发市场,1.5,2.5,2.0,2025-06-22
大白菜,甘肃临夏市富临农贸市场,0.5,0.7,0.6,2025-06-22
洋白菜,天津西青当城无公害农副产品批发...,0.4,0.7,0.55,2025-06-22
大白菜,天津西青当城无公害农副产品批发...,0.5,0.5,0.5,2025-06-22
小白菜,天津西青当城无公害农副产品批发...,0.7,1.0,0.85,2025-06-22
洋白菜,江苏凌家塘农副产品批发市场,0.3,0.5,0.4,2025-06-22
大白菜,江苏凌家塘农副产品批发市场,0.5,0.7,0.55,2025-06-22
小白菜,江苏凌家塘农副产品批发市场,1.0,2.5,2.0,2025-06-22
洋白菜,甘肃定西市安定区马铃薯综合交易...,1.0,1.25,1.12,2025-06-22
大白菜,兰州国际高原夏菜副食品采购中心,0.63,0.7,0.65,2025-06-22
小白菜,兰州国际高原夏菜副食品采购中心,1.35,1.5,1.39,2025-06-22
洋白菜,内蒙古呼和浩特市东瓦窑农副产品...,0.4,1.3,0.8,2025-06-22
大白菜,内蒙古呼和浩特市东瓦窑农副产品...,0.65,0.75,0.7,2025-06-22
小白菜,内蒙古呼和浩特市东瓦窑农副产品...,1.0,1.5,1.2,2025-06-22
大白菜,南京农副产品物流中心,0.65,0.65,0.65,2025-06-22
大白菜,两湖绿谷物流股份有限公司,0.55,0.65,0.6,2025-06-22
小白菜,两湖绿谷物流股份有限公司,0.9,1.1,1.0,2025-06-22
大白菜,黑龙江省齐齐哈尔华博农产品市场,0.4,0.5,0.45,2025-06-22
小白菜,黑龙江省齐齐哈尔华博农产品市场,0.8,1.0,0.9,2025-06-22
洋白菜,山西晋城绿欣农产品批发市场,0.6,0.8,0.7,2025-06-22
大白菜,山西晋城绿欣农产品批发市场,0.6,0.7,0.65,2025-06-22
洋白菜,黄冈市黄商三利农产品有限责任公司,1.6,2.0,1.8,2025-06-22
大白菜,黄冈市黄商三利农产品有限责任公司,0.8,1.0,0.9,2025-06-22
小白菜,黄冈市黄商三利农产品有限责任公司,1.6,2.0,1.8,2025-06-22
大白菜,鄂尔多斯市万家惠农贸市场,0.8,1.0,0.9,2025-06-22
大白菜,贵阳农产品物流园,0.65,0.8,0.7,2025-06-22
小白菜,贵阳农产品物流园,1.3,1.9,1.8,2025-06-22
洋白菜,襄阳市洪沟农副产品有限公司,0.0,0.0,0.37,2025-06-22
大白菜,襄阳市洪沟农副产品有限公司,0.0,0.0,0.65,2025-06-22
大白菜,宁夏海吉星国际农产品物流有限公司,0.0,0.0,0.4,2025-06-22
小白菜,宁夏海吉星国际农产品物流有限公司,0.0,0.0,0.7,2025-06-22
洋白菜,浙江嘉兴蔬菜批发交易市场,0.0,0.0,0.68,2025-06-22
大白菜,浙江嘉兴蔬菜批发交易市场,0.0,0.0,0.63,2025-06-22
洋白菜,苏州市南环桥农副产品批发市场,0.3,0.65,0.47,2025-06-22
大白菜,苏州市南环桥农副产品批发市场,0.55,0.7,0.62,2025-06-22
小白菜,苏州市南环桥农副产品批发市场,0.55,0.75,0.65,2025-06-22
大白菜,云南昆明王旗营蔬菜批发市场,0.0,0.0,0.4,2025-06-22
小白菜,云南昆明王旗营蔬菜批发市场,0.0,0.0,1.05,2025-06-22
洋白菜,天津市金钟蔬菜批发市场,0.6,1.0,0.8,2025-06-22
大白菜,天津市金钟蔬菜批发市场,0.4,0.5,0.5,2025-06-22
小白菜,天津市金钟蔬菜批发市场,0.8,1.0,0.8,2025-06-22
大白菜,甘肃庆阳市西郊蔬菜瓜果批发市场,0.4,0.5,0.45,2025-06-22
小白菜,甘肃庆阳市西郊蔬菜瓜果批发市场,1.5,2.0,1.7,2025-06-22
大白菜,江苏联谊农副产品批发市场,0.65,1.0,0.7,2025-06-22
大白菜,甘肃武威昊天农产品交易市场,0.45,0.55,0.5,2025-06-22
小白菜,甘肃武威昊天农产品交易市场,0.6,0.8,0.7,2025-06-22
大白菜,孝义市蔬菜批发交易市场,0.0,0.0,0.35,2025-06-22
洋白菜,孝义市蔬菜批发交易市场,0.0,0.0,0.6,2025-06-22
大白菜,上海农产品中心批发市场,0.45,0.75,0.6,2025-06-22
洋白菜,上海农产品中心批发市场,0.55,0.75,0.65,2025-06-22
大白菜,浙江杭州农副产品物流中心,0.0,0.0,0.8,2025-06-22
洋白菜,浙江杭州农副产品物流中心,0.0,0.0,0.75,2025-06-22
洋白菜,四川南充川北农产品批发市场,0.4,0.8,0.6,2025-06-22
大白菜,四川南充川北农产品批发市场,0.4,0.9,0.65,2025-06-22
小白菜,四川南充川北农产品批发市场,1.1,2.0,1.55,2025-06-22
大白菜,蚌埠海吉星农产品物流有限公司,0.6,0.6,0.6,2025-06-22
大白菜,合肥周谷堆农产品批发市场,0.5,0.65,0.62,2025-06-22
大白菜,南昌深圳农产品中心批发市场有限...,0.4,0.6,0.5,2025-06-22
洋白菜,内蒙赤峰西城市场,0.8,1.1,1.0,2025-06-22
大白菜,内蒙赤峰西城市场,0.6,0.7,0.7,2025-06-22
大白菜,马鞍山市安民农副产品批发交易中心,0.8,1.0,0.9,2025-06-22
大白菜,青藏高原农副产品集散中心,0.5,0.5,0.5,2025-06-22
洋白菜,青藏高原农副产品集散中心,0.3,0.4,0.35,2025-06-22
洋白菜,安徽天长市永福农副产品批发市场,3.0,5.5,4.25,2025-06-22
大白菜,安徽天长市永福农副产品批发市场,0.75,0.9,0.82,2025-06-22
小白菜,安徽天长市永福农副产品批发市场,1.0,1.2,1.1,2025-06-22
大白菜,浙江省绍兴市蔬菜果品批发交易市场,0.0,0.0,0.9,2025-06-22
大白菜,山东喜地农产品批发市场,0.64,0.65,0.65,2025-06-22
大白菜,山西省新绛县蔬菜批发市场,0.5,0.5,0.5,2025-06-22
洋白菜,山西省新绛县蔬菜批发市场,0.4,0.4,0.4,2025-06-22
大白菜,通海县金山蔬菜批发市场,0.5,0.9,0.65,2025-06-22
洋白菜,通海县金山蔬菜批发市场,0.25,0.8,0.4,2025-06-22
小白菜,通海县金山蔬菜批发市场,2.0,3.0,2.5,2025-06-22
洋白菜,山西太原丈子头农产品物流园（原...,0.5,0.7,0.6,2025-06-22
大白菜,山西太原丈子头农产品物流园（原...,0.4,0.6,0.5,2025-06-22
小白菜,山西太原丈子头农产品物流园（原...,0.5,1.0,0.75,2025-06-22
大白菜,天津韩家墅农产品批发市场,0.4,0.5,0.45,2025-06-22
洋白菜,天津韩家墅农产品批发市场,0.6,0.9,0.75,2025-06-22
大白菜,辽宁鞍山宁远农产品批发市场,0.5,0.5,0.5,2025-06-22
洋白菜,辽宁鞍山宁远农产品批发市场,0.3,0.4,0.35,2025-06-22
小白菜,辽宁鞍山宁远农产品批发市场,1.0,1.5,1.25,2025-06-22
大白菜,河北怀来县京西果菜批发市场,0.8,0.0,0.8,2025-06-22
洋白菜,河北怀来县京西果菜批发市场,0.7,0.0,0.7,2025-06-22
大白菜,杭州南庄兜农产品批发市场,0.0,0.0,1.0,2025-06-22
大白菜,山西临汾尧丰农副产品批发市场,0.0,0.0,0.6,2025-06-22
洋白菜,山西临汾尧丰农副产品批发市场,0.0,0.0,0.55,2025-06-22
洋白菜,青岛市抚顺路蔬菜副食品批发市场,1.0,2.0,1.4,2025-06-22
大白菜,青岛市抚顺路蔬菜副食品批发市场,0.8,1.3,1.15,2025-06-22
大白菜,中国.寿光农产品物流园,0.35,0.85,0.6,2025-06-22
洋白菜,中国.寿光农产品物流园,0.2,0.55,0.46,2025-06-22
洋白菜,湖北鄂州市蟠龙农产品批发市场,1.0,1.1,1.1,2025-06-22
小白菜,湖北鄂州市蟠龙农产品批发市场,1.0,1.5,1.5,2025-06-22
大白菜,湖北鄂州市蟠龙农产品批发市场,0.9,1.0,0.9,2025-06-22
大白菜,吴忠市鑫鲜农副产品市场有限公司,0.3,2.2,0.4,2025-06-22
小白菜,吴忠市鑫鲜农副产品市场有限公司,0.5,3.5,1.0,2025-06-22
洋白菜,山西省太原市河西农产品有限公司,0.5,0.6,0.55,2025-06-22
大白菜,山西省太原市河西农产品有限公司,0.65,0.65,0.65,2025-06-22
小白菜,山西省太原市河西农产品有限公司,1.0,1.2,1.1,2025-06-22
洋白菜,山西长治市紫坊农产品综合交易市场,0.4,0.6,0.5,2025-06-22
大白菜,山西长治市紫坊农产品综合交易市场,0.5,0.7,0.6,2025-06-22
大白菜,佛山中南农产品交易中心,0.9,1.85,1.4,2025-06-22
洋白菜,青岛黄河路农产品批发市场,1.5,1.5,1.5,2025-06-22
大白菜,青岛黄河路农产品批发市场,0.7,0.7,0.7,2025-06-22
小白菜,青岛黄河路农产品批发市场,1.5,1.5,1.5,2025-06-22
洋白菜,河南万邦国际农产品物流股份有限...,0.3,0.35,0.32,2025-06-22
大白菜,河南万邦国际农产品物流股份有限...,0.45,0.55,0.5,2025-06-22
小白菜,河南万邦国际农产品物流股份有限...,1.0,1.05,1.02,2025-06-22
洋白菜,江西九江浔阳蔬菜批发大市场,0.5,0.8,0.7,2025-06-22
大白菜,江西九江浔阳蔬菜批发大市场,0.5,0.8,0.75,2025-06-22
小白菜,江西九江浔阳蔬菜批发大市场,1.0,1.5,1.2,2025-06-22
大白菜,甘肃天水市瀛池果菜批发市场,0.3,0.6,0.4,2025-06-22
洋白菜,甘肃天水市瀛池果菜批发市场,0.4,0.6,0.5,2025-06-22
洋白菜,湖北浠水县城北农产品批发市场,2.2,2.6,2.4,2025-06-22
大白菜,湖北浠水县城北农产品批发市场,0.9,1.3,1.1,2025-06-22
洋白菜,青岛城阳蔬菜水产品批发市场,0.8,1.6,1.4,2025-06-22
大白菜,青岛城阳蔬菜水产品批发市场,0.6,0.9,0.85,2025-06-22
大白菜,张北县坝上蔬菜产业有限公司,0.6,0.7,0.65,2025-06-22
小白菜,张北县坝上蔬菜产业有限公司,0.9,1.0,0.95,2025-06-22
洋白菜,张北县坝上蔬菜产业有限公司,0.4,0.6,0.5,2025-06-22
洋白菜,北京大洋路农副产品批发市场,0.6,0.8,0.7,2025-06-22
大白菜,北京大洋路农副产品批发市场,0.4,0.5,0.45,2025-06-22
大白菜,咸阳新阳光西北农副产品交易中心,0.5,1.5,0.95,2025-06-22
小白菜,咸阳新阳光西北农副产品交易中心,1.75,2.25,2.15,2025-06-22
大白菜,辽宁省朝阳果菜批发市场,0.4,0.6,0.5,2025-06-22
洋白菜,辽宁省朝阳果菜批发市场,0.4,0.6,0.5,2025-06-22
小白菜,辽宁省朝阳果菜批发市场,0.7,1.0,0.85,2025-06-22
大白菜,西藏领峰农副产品批发市场,1.2,2.5,2.0,2025-06-22
小白菜,西藏领峰农副产品批发市场,1.7,2.75,2.25,2025-06-22
洋白菜,湖北武汉白沙洲农副产品大市场,0.4,0.9,0.65,2025-06-22
大白菜,湖北武汉白沙洲农副产品大市场,0.6,0.8,0.7,2025-06-22
洋白菜,北京顺鑫石门农产品批发市场,0.5,0.7,0.6,2025-06-22
大白菜,北京顺鑫石门农产品批发市场,0.4,0.46,0.43,2025-06-22
小白菜,北京顺鑫石门农产品批发市场,0.9,1.1,1.0,2025-06-22
洋白菜,新疆九鼎恒兴蔬菜经营管理有限公司,0.25,0.4,0.25,2025-06-22
大白菜,新疆九鼎恒兴蔬菜经营管理有限公司,0.3,0.5,0.4,2025-06-22
大白菜,浙江省嘉善县浙北果蔬批发交易中心,0.7,0.9,0.8,2025-06-22
大白菜,广州江南果菜批发市场有限责任公司,0.65,2.25,1.12,2025-06-22
洋白菜,广州江南果菜批发市场有限责任公司,0.3,1.15,0.86,2025-06-22
大白菜,吉林白山市星泰批发市场,0.0,0.0,0.6,2025-06-22
洋白菜,吉林白山市星泰批发市场,0.0,0.0,0.8,2025-06-22
大白菜,广西新柳邕农产品批发市场有限公司,0.8,1.3,1.05,2025-06-22
洋白菜,广西新柳邕农产品批发市场有限公司,0.8,1.3,1.05,2025-06-22
大白菜,江苏无锡朝阳农产品大市场,0.0,0.0,0.6,2025-06-22
洋白菜,江苏无锡朝阳农产品大市场,0.0,0.0,0.67,2025-06-22
大白菜,湖北省洪湖农贸市场,1.1,1.3,1.2,2025-06-22
洋白菜,湖北省洪湖农贸市场,0.7,1.5,1.2,2025-06-22
大白菜,山东淄博市鲁中蔬菜批发市场,0.0,0.0,0.5,2025-06-22
小白菜,山东淄博市鲁中蔬菜批发市场,0.0,0.0,1.5,2025-06-22
大白菜,平凉新阳光陇东农副产品批发交易...,0.5,0.6,0.55,2025-06-22
小白菜,平凉新阳光陇东农副产品批发交易...,1.5,2.0,1.75,2025-06-22
大白菜,重庆市西三街农副水产品市场,1.0,2.0,1.5,2025-06-22
大白菜,安徽六安市裕安区紫竹林农产品批...,0.4,0.75,0.6,2025-06-22
小白菜,安徽六安市裕安区紫竹林农产品批...,0.75,1.4,1.25,2025-06-22
洋白菜,福建省福州市海峡蔬菜批发市场,0.2,1.98,0.56,2025-06-22
大白菜,福建省福州市海峡蔬菜批发市场,0.1,3.5,0.74,2025-06-22
大白菜,大连市双兴综合批发市场,0.6,0.9,0.75,2025-06-22
洋白菜,安徽砀山农产品中心惠丰批发市场,0.0,0.0,1.5,2025-06-22
大白菜,安徽砀山农产品中心惠丰批发市场,0.0,0.0,0.9,2025-06-22
大白菜,河北唐山市荷花坑市场,0.4,0.6,0.5,2025-06-22
洋白菜,安徽亳州市农产品有限责任公司,0.0,0.0,0.5,2025-06-22
大白菜,安徽亳州市农产品有限责任公司,0.0,0.0,0.7,2025-06-22
小白菜,安徽亳州市农产品有限责任公司,0.0,0.0,1.5,2025-06-22
洋白菜,北京岳各庄批发市场,0.7,1.3,0.9,2025-06-22
小白菜,北京岳各庄批发市场,1.3,2.2,1.7,2025-06-22
大白菜,北京岳各庄批发市场,0.8,1.2,1.1,2025-06-22
大白菜,青岛莱西市东庄头蔬菜批发市场服...,0.2,0.55,0.45,2025-06-22
洋白菜,青岛莱西市东庄头蔬菜批发市场服...,0.25,0.7,0.5,2025-06-22
大白菜,山东滨州市滨城区(六街)鲁北无...,0.0,0.0,0.4,2025-06-22
大白菜,山西汾阳市晋阳农副产品批发市场,0.0,0.0,0.6,2025-06-22
洋白菜,山西汾阳市晋阳农副产品批发市场,0.0,0.0,0.5,2025-06-22
洋白菜,包头市友谊蔬菜批发市场,0.6,0.6,0.6,2025-06-22
大白菜,包头市友谊蔬菜批发市场,0.65,0.65,0.65,2025-06-22
大白菜,成都龙泉聚和（国际）果蔬交易中心,1.0,2.0,1.5,2025-06-22
洋白菜,成都龙泉聚和（国际）果蔬交易中心,1.6,2.6,2.1,2025-06-22
洋白菜,南宁农产品交易中心,0.0,0.0,1.2,2025-06-22
大白菜,南宁农产品交易中心,0.0,0.0,1.2,2025-06-22
洋白菜,甘肃金昌市金川农产品综合批发市场,1.8,2.0,1.9,2025-06-22
大白菜,甘肃金昌市金川农产品综合批发市场,0.6,0.7,0.65,2025-06-22
小白菜,甘肃金昌市金川农产品综合批发市场,2.0,2.3,2.15,2025-06-22
大白菜,山东威海市农副产品批发市场,0.6,0.6,0.6,2025-06-22
洋白菜,山东威海市农副产品批发市场,0.6,0.8,0.8,2025-06-22
小白菜,山东威海市农副产品批发市场,0.8,1.5,1.5,2025-06-22
大白菜,陕西泾阳县云阳蔬菜批发市场,0.0,0.0,0.8,2025-06-22
大白菜,遵义金土地绿色产品交易有限公司,0.45,0.55,0.5,2025-06-22
洋白菜,遵义金土地绿色产品交易有限公司,0.5,0.6,0.55,2025-06-22
大白菜,辽宁阜新市蔬菜批发市场,0.5,0.6,0.55,2025-06-22
小白菜,辽宁阜新市蔬菜批发市场,1.3,1.5,1.4,2025-06-22
大白菜,安徽安庆市龙狮桥蔬菜批发市场,0.6,0.8,0.7,2025-06-22
小白菜,安徽安庆市龙狮桥蔬菜批发市场,1.0,1.5,1.25,2025-06-22
洋白菜,四川广安市邻水县农产品交易中心,0.0,0.0,2.0,2025-06-22
大白菜,四川广安市邻水县农产品交易中心,0.0,0.0,1.9,2025-06-22
大白菜,山东宁津县东崔蔬菜批发市场,0.0,0.0,0.5,2025-06-22
大白菜,新疆绿珠九鼎农产品经营管理有限...,0.0,0.0,0.45,2025-06-22
小白菜,新疆绿珠九鼎农产品经营管理有限...,0.0,0.0,1.05,2025-06-22
洋白菜,江西乐平市蔬菜批发市场,1.1,1.5,1.3,2025-06-22
大白菜,江西乐平市蔬菜批发市场,1.2,1.6,1.4,2025-06-22
大白菜,重庆双福国际农贸城,0.6,0.7,0.65,2025-06-22
洋白菜,重庆双福国际农贸城,0.5,0.6,0.55,2025-06-22
洋白菜,湖南长沙马王堆农产品股份有限公司,0.4,0.8,0.6,2025-06-22
大白菜,湖南长沙马王堆农产品股份有限公司,0.6,1.0,0.8,2025-06-22
大白菜,浙江省绍兴市蔬菜果品批发交易市场,0.0,0.0,0.9,2025-06-21
大白菜,重庆双福国际农贸城,0.45,0.6,0.52,2025-06-21
洋白菜,重庆双福国际农贸城,0.5,0.6,0.55,2025-06-21
大白菜,厦门市同安闽南果蔬批发市场,0.5,1.1,0.7,2025-06-21
大白菜,兰州国际高原夏菜副食品采购中心,0.54,0.6,0.55,2025-06-21
小白菜,兰州国际高原夏菜副食品采购中心,1.8,2.0,1.85,2025-06-21
大白菜,沈阳盛发菜果批发有限公司,0.4,0.6,0.5,2025-06-21
小白菜,沈阳盛发菜果批发有限公司,1.0,1.2,1.1,2025-06-21
大白菜,哈尔滨哈达农副产品股份有限公司,0.45,0.5,0.47,2025-06-21
洋白菜,哈尔滨哈达农副产品股份有限公司,0.45,0.5,0.47,2025-06-21
大白菜,晋城市绿盛农工商实业有限公司农...,0.6,0.6,0.6,2025-06-21
洋白菜,晋城市绿盛农工商实业有限公司农...,0.8,0.8,0.8,2025-06-21
大白菜,山西阳泉蔬菜瓜果批发交易市场,0.0,0.0,0.6,2025-06-21
洋白菜,山西阳泉蔬菜瓜果批发交易市场,0.0,0.0,0.4,2025-06-21
大白菜,福建福鼎闽浙边界农贸中心市场,0.25,0.6,0.5,2025-06-21
洋白菜,福建福鼎闽浙边界农贸中心市场,0.8,1.3,1.0,2025-06-21
小白菜,福建福鼎闽浙边界农贸中心市场,1.15,1.7,1.4,2025-06-21
大白菜,新疆绿珠九鼎农产品经营管理有限...,0.0,0.0,0.45,2025-06-21
小白菜,新疆绿珠九鼎农产品经营管理有限...,0.0,0.0,1.05,2025-06-21
大白菜,呼和浩特市美通首府无公害农产品...,0.5,0.6,0.6,2025-06-21
大白菜,成都市农产品中心批发市场,0.45,0.55,0.5,2025-06-21
洋白菜,成都市农产品中心批发市场,0.2,0.4,0.3,2025-06-21
大白菜,河南商丘市农产品中心批发市场,0.5,0.9,0.7,2025-06-21
洋白菜,河南商丘市农产品中心批发市场,0.2,0.65,0.4,2025-06-21
大白菜,上海农产品中心批发市场,0.45,0.75,0.6,2025-06-21
洋白菜,上海农产品中心批发市场,0.55,0.65,0.6,2025-06-21
洋白菜,甘肃酒泉春光农产品市场有限责任...,1.3,1.4,1.35,2025-06-21
大白菜,甘肃酒泉春光农产品市场有限责任...,0.5,0.6,0.55,2025-06-21
小白菜,甘肃酒泉春光农产品市场有限责任...,1.6,1.9,1.7,2025-06-21
大白菜,遵义金土地绿色产品交易有限公司,0.45,0.55,0.5,2025-06-21
洋白菜,遵义金土地绿色产品交易有限公司,0.5,0.6,0.55,2025-06-21
大白菜,南京农副产品物流中心,0.6,0.65,0.62,2025-06-21
大白菜,甘肃庆阳市西郊蔬菜瓜果批发市场,0.4,0.5,0.45,2025-06-21
小白菜,甘肃庆阳市西郊蔬菜瓜果批发市场,1.5,2.0,1.7,2025-06-21
大白菜,新疆通汇蔬菜瓜果批发市场,0.4,2.0,0.5,2025-06-21
小白菜,新疆通汇蔬菜瓜果批发市场,1.0,5.0,1.25,2025-06-21
大白菜,宁夏海吉星国际农产品物流有限公司,0.0,0.0,0.4,2025-06-21
小白菜,宁夏海吉星国际农产品物流有限公司,0.0,0.0,0.7,2025-06-21
大白菜,红星实业集团有限公司红星农副产...,0.8,0.9,0.85,2025-06-21
